"subj_idx","rt","correct","coherence","part","response","dot_color_final","coherent_direction","isMatch","association","difficulty","group","task_type"
36,1.616,1,0,"match_RDK","f","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"match","other","easy","color",NA
36,3.739,1,0,"match_RDK","f","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"match","self","easy","color",NA
36,1.45,1,0,"match_RDK","j","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"mismatch","other","easy","color",NA
36,1.5,1,0,"match_RDK","f","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"match","other","easy","color",NA
36,3.038,0,0,"match_RDK","j","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"match","other","hard","color",NA
36,1.865,1,0,"match_RDK","j","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"mismatch","other","hard","color",NA
36,1.804,0,0,"match_RDK","j","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"match","self","hard","color",NA
36,1.998,1,0,"match_RDK","j","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"mismatch","self","hard","color",NA
36,2.006,1,0,"match_RDK","j","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"mismatch","self","easy","color",NA
36,1.651,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,3.181,0,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,1.772,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,2.402,0,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.277,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.878,0,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,2.183,0,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,2.311,0,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,1.62,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.582,0,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,1.16,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,2.202,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,3.164,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.428,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.444,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.853,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,2.511,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,2.666,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,3.684,0,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,1.404,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,0.829,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,1.27,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.932,1,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,1.39,0,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,2.912,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,2.801,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.437,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,2.06,0,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,0.929,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.859,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.544,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,3.535,0,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.618,0,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,2.67,1,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,1.408,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.642,1,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,1.65,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.089,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,1.065,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.052,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.453,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,0.89,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,0.925,0,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,0.962,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,0.864,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,0.617,1,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,0.674,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,0.701,0,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,0.834,0,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,0.92,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,0.73,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,0.702,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,0.754,0,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.862,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,2.943,1,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,2.281,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,2.745,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.165,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.124,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,0.824,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,0.941,0,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.556,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,2.007,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,3.292,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.134,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,1.537,1,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,3.17,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.795,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,3.578,0,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,2.451,0,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.241,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.762,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.473,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.431,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,1.053,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.22,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,2.293,0,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.489,0,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.381,0,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,2.014,0,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.634,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.551,0,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,3.14,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.223,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,1.302,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.324,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,0.85,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,1.199,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.29,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,1.244,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,3.978,0,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.428,0,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.072,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,2.356,0,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,0.837,0,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.967,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,1.182,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,2.278,0,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,0.966,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.474,0,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,0.902,0,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.929,0,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,1.1,0,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,0.929,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,1.248,0,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,0.995,1,0.06,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","irrelevant"
36,2.703,1,0.1,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,2.673,1,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","irrelevant"
36,0.648,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.073,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,1.105,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.95,1,0.06,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","irrelevant"
36,1.219,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,2.425,0,0.1,"RDK_motion","arrowright","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","irrelevant"
36,0.876,1,0.1,"RDK_motion","arrowleft","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","irrelevant"
36,0.816,1,0.06,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","irrelevant"
36,0.645,1,0.06,"RDK_motion","arrowleft","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","irrelevant"
36,1.182,1,0.1,"RDK_motion","arrowright","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","irrelevant"
36,1.181,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
36,1.989,0,0.06,"RDK_color","k","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","relevant"
36,2.805,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","relevant"
36,1.078,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,1.922,0,0.1,"RDK_color","k","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","relevant"
36,1.803,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","relevant"
36,1.411,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","relevant"
36,1.192,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","relevant"
36,1.146,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","relevant"
36,0.937,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","relevant"
36,1.152,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
36,1.083,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","relevant"
36,1.384,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","relevant"
36,1.344,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","relevant"
36,0.812,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","relevant"
36,0.725,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,0.86,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,1.09,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
36,1.701,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","relevant"
36,2.175,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,1.232,0,0.1,"RDK_color","d","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","relevant"
36,3.812,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","relevant"
36,2.01,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","relevant"
36,0.813,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","relevant"
36,1.35,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
36,0.981,0,0.06,"RDK_color","d","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","relevant"
36,3.092,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","relevant"
36,2.072,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","relevant"
36,1.493,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","relevant"
36,1.165,0,0.06,"RDK_color","k","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","relevant"
36,0.895,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","relevant"
36,1.739,0,0.06,"RDK_color","k","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","relevant"
36,3.304,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","relevant"
36,1.037,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","relevant"
36,1.247,0,0.06,"RDK_color","k","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","relevant"
36,1.018,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","hard","color","relevant"
36,1.492,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,1.376,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","relevant"
36,1.024,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","relevant"
36,2.887,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","hard","color","relevant"
36,2.016,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","relevant"
36,1.993,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","relevant"
36,2.357,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
36,0.986,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","easy","color","relevant"
36,1.463,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,0.872,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
36,0.905,0,0.06,"RDK_color","d","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","hard","color","relevant"
36,2.68,1,0.1,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
36,2.73,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",180,"","self","hard","color","relevant"
36,1.396,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",180,"","other","easy","color","relevant"
36,1.388,1,0.06,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,1.833,1,0.1,"RDK_color","d","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0,"","self","easy","color","relevant"
36,1.662,1,0.06,"RDK_color","k","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0,"","other","easy","color","relevant"
